REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,SYM_NAME,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
RB60,R_RES0603_DNP,DNP,,RES0603,178.7122,96.8149,180,YES
RB61,R_RES0603_2.2K,2.2K,,RES0603,234.8007,93.218,90,YES
RB62,R_RES0603_2.2K,2.2K,,RES0603,233.3498,93.218,90,YES
RB63,R_RES0603_2.2K,2.2K,,RES0603,231.8797,93.218,90,YES
RB64,R_RES0603_2.2K,2.2K,,RES0603,230.3557,93.218,90,YES
RB65,R_RES0603_DNP,DNP,,RES0603,43.2308,92.9132,0,YES
RB66,R_RES0603_DNP,DNP,,RES0603,93.4466,92.8116,0,YES
RB67,R_RES0603_10K,10K,,RES0603,121.8542,91.2113,90,YES
RB68,R_RES0603_19.1K,19.1K,,RES0603,117.237,90.048,0,YES
RB69,R_RES0603_0 OHM,0 Ohm,,RES0603,124.9426,89.3826,90,YES
RB70,R_RES0603_DNP,DNP,,RES0603,114.2492,88.2096,180,YES
RB71,R_RES0603_4.99K,4.99K,,RES0603,217.123,87.9094,90,YES
RB72,R_RES0603_4.99K,4.99K,,RES0603,215.228,87.9094,90,YES
RB73,R_RES0603_4.99K,4.99K,,RES0603,213.5378,87.9094,90,YES
RB74,R_RES0603_4.99K,4.99K,,RES0603,211.8822,87.884,90,YES
RB75,R_RES0603_4.99K,4.99K,,RES0603,210.409,87.884,90,YES
RB76,R_RES0603_4.99K,4.99K,,RES0603,208.661,87.884,90,YES
RB77,R_RES0603_10K,10K,,RES0603,114.2492,86.6636,180,YES
RB78,R_RES0402_0,0,,RES0402,132.878,86.5673,0,YES
RB79,R_RES0402_DNP,DNP,,RES0402,132.878,85.6783,0,YES
RB80,R_RES0603_324K,324K,,RES0603,114.2492,85.1268,0,YES
RB81,R_RES0603_13.3K,13.3K,,RES0603,116.7892,81.753,0,YES
RB82,R_RES0603_10K,10K,,RES0603,121.8542,81.4556,270,YES
RB83,R_RES0402_DNP,DNP,,RES0402,12.9794,78.9614,270,YES
RB84,R_RES0402_DNP,DNP,,RES0402,12.0904,78.9614,270,YES
RB85,R_RES0402_DNP,DNP,,RES0402,63.0428,78.936,270,YES
RB86,R_RES0402_0,0,,RES0402,62.1538,78.936,270,YES
RB87,R_RES0603_33 KOHM,33 kOhm,,RES0603,114.5674,77.4954,0,YES
RB88,R_RES0402_0,0,,RES0402,132.6162,73.8863,0,YES
RB89,R_RES0603_33 KOHM,33 kOhm,,RES0603,114.5674,73.2517,0,YES
RB90,R_RES0402_0,0,,RES0402,132.6162,72.9973,0,YES
RB91,R_RES0603_33 KOHM,33 kOhm,,RES0603,118.9482,64.161,180,YES
RB92,R_RES0603_33 KOHM,33 kOhm,,RES0603,118.9482,62.5561,180,YES
RB93,R_RES0603_33 KOHM,33 kOhm,,RES0603,118.9482,60.9513,180,YES
RB94,R_RES0603_33 KOHM,33 kOhm,,RES0603,118.9482,59.3465,180,YES
RB95,R_RES0603_33 KOHM,33 kOhm,,RES0603,118.9482,57.7417,180,YES
RB96,R_RES0603_33 KOHM,33 kOhm,,RES0603,118.9482,56.1368,180,YES
RB97,R_RES0603_DNP,DNP,,RES0603,93.8784,47.5742,0,YES
RB98,R_RES0603_DNP,DNP,,RES0603,43.5864,47.371,0,YES
RB99,R_RES0603_150 OHM,150 Ohm,,RES0603,152.3502,42.0658,90,YES
RB100,R_RES0603_150 OHM,150 Ohm,,RES0603,150.8262,42.0658,90,YES
RB101,R_RES0603_10K,10K,,RES0603,166.6494,39.513,0,YES
RB102,R_RES0603_10K,10K,,RES0603,130.6368,39.497,90,YES
RB103,R_RES0603_10K,10K,,RES0603,149.988,34.3426,270,YES
RB104,R_RES0402_DNP,DNP,,RES0402,63.246,33.724,270,YES
RB105,R_RES0402_DNP,DNP,,RES0402,62.357,33.724,270,YES
RB106,R_RES0402_DNP,DNP,,RES0402,12.954,33.724,270,YES
RB107,R_RES0402_DNP,DNP,,RES0402,12.065,33.724,270,YES
RB108,R_RES0603_10K,10K,,RES0603,162.687,27.1372,180,YES
RB109,R_RES0603_10K,10K,,RES0603,162.687,25.5388,180,YES
RB110,R_RES0603_10K,10K,,RES0603,162.687,23.9268,180,YES
RB111,R_RES0603_10K,10K,,RES0603,173.5328,23.4442,180,YES
RB112,R_RES0603_10K,10K,,RES0603,162.687,22.3638,180,YES
RB113,R_RES0603_0 OHM,0 Ohm,,RES0603,236.7886,16.792,270,YES
RB114,R_RES0603_0 OHM,0 Ohm,,RES0603,235.2264,16.792,270,YES
RB115,R_RES0603_0 OHM,0 Ohm,,RES0603,233.6432,16.792,270,YES
RB116,R_RES0603_100 OHM,100 Ohm,,RES0603,70.7206,13.7088,270,YES
RB117,R_RES0603_100 OHM,100 Ohm,,RES0603,69.2935,13.7088,270,YES
RB118,R_RES0603_100 OHM,100 Ohm,,RES0603,67.8665,13.7088,270,YES
RB119,R_RES0603_100 OHM,100 Ohm,,RES0603,66.4395,13.7088,270,YES
RB120,R_RES0603_100 OHM,100 Ohm,,RES0603,65.0125,13.7088,270,YES
RB121,R_RES0603_100 OHM,100 Ohm,,RES0603,63.5854,13.7088,270,YES
RB122,R_RES0603_100 OHM,100 Ohm,,RES0603,62.1584,13.7088,270,YES
RB123,R_RES0603_100 OHM,100 Ohm,,RES0603,60.7314,13.7088,270,YES
RB124,R_RES0603_150 OHM,150 Ohm,,RES0603,188.3918,9.779,180,YES
RB125,R_RES0603_150 OHM,150 Ohm,,RES0603,184.3786,9.779,0,YES
RT1,R_RES0603_1K,1K,,RES0603,55.4876,162.5346,90,NO
RT2,R_RES0603_1K,1K,,RES0603,61.0248,162.5346,90,NO
RT3,R_RES0603_1K,1K,,RES0603,72.0992,162.5346,90,NO
RT4,R_RES0603_DNP,DNP,,RES0603,112.3996,157.6769,0,NO
RT5,R_RES0603_10K,10K,,RES0603,104.4332,156.7577,270,NO
RT6,R_RES0603_DNP,DNP,,RES0603,112.4455,156.2392,0,NO
RT7,R_RES0603_10M,10M,,RES0603,236.22,153.289,270,NO
RT8,R_RES1206_0.005,0.005,,RES1206,146.9136,147.2946,270,NO
RT9,R_RES1206_0.005,0.005,,RES1206,155.3464,147.2946,270,NO
RT10,R_RES0402_DNP,DNP,,RES0402,139.0862,144.7841,0,NO
RT11,R_RES0402_DNP,DNP,,RES0402,139.0862,143.9067,0,NO
RT12,R_RES0603_10K,10K,,RES0603,29.1084,143.9926,180,NO
RT13,R_RES0603_10K,10K,,RES0603,79.0702,143.9926,180,NO
RT14,R_RES0603_1.78K,1.78K,,RES0603,31.3436,139.954,180,NO
RT15,R_RES0603_1.78K,1.78K,,RES0603,81.3054,139.954,180,NO
RT16,R_RES0603_0 OHM,0 Ohm,,RES0603,91.2114,135.4878,270,NO
RT17,R_RES0603_0 OHM,0 Ohm,,RES0603,41.2496,135.437,270,NO
RT18,R_RES0603_41.2 KOHM,41.2 kOhm,,RES0603,38.0238,135.4116,270,NO
RT19,R_RES0603_0 OHM,0 Ohm,,RES0603,39.624,135.4116,270,NO
RT20,R_RES0603_41.2 KOHM,41.2 kOhm,,RES0603,87.9856,135.4116,270,NO
RT21,R_RES0603_0 OHM,0 Ohm,,RES0603,89.5858,135.4116,270,NO
RT22,R_RES0603_0 OHM,0 Ohm,,RES0603,235.8898,131.3434,0,NO
RT23,R_RES0603_0 OHM,0 Ohm,,RES0603,8.4034,128.1938,180,NO
RT24,R_RES0402_DNP,DNP,,RES0402,12.2174,125.984,270,NO
RT25,R_RES0402_0,0,,RES0402,13.1064,125.984,270,NO
RT26,R_RES0402_0,0,,RES0402,62.1792,125.984,270,NO
RT27,R_RES0402_DNP,DNP,,RES0402,63.0428,125.984,270,NO
RT28,R_RES0603_DNP,DNP,,RES0603,129.0828,124.6632,180,NO
RT29,R_RES1206_0.005,0.005,,RES1206,18.415,121.9046,270,NO
RT30,R_RES1206_0.005,0.005,,RES1206,68.3768,121.9046,270,NO
RT31,R_RES0603_10K,10K,,RES0603,179.8066,121.666,270,NO
RT32,R_RES0603_4.99K,4.99K,,RES0603,27.5082,121.2088,90,NO
RT33,R_RES0603_4.99K,4.99K,,RES0603,77.47,121.2088,90,NO
RT34,R_RES0603_1.78K,1.78K,,RES0603,132.4356,120.777,180,NO
RT35,R_RES0603_0 OHM,0 Ohm,,RES0603,211.5566,120.3441,270,NO
RT36,R_RES0603_10K,10K,,RES0603,188.2246,118.2132,270,NO
RT37,R_RES0603_0 OHM,0 Ohm,,RES0603,142.4432,116.3108,270,NO
RT38,R_RES0603_41.2 KOHM,41.2 kOhm,,RES0603,139.1158,116.2346,270,NO
RT39,R_RES0603_0 OHM,0 Ohm,,RES0603,140.716,116.2346,270,NO
RT40,R_RES0603_10K,10K,,RES0603,226.7712,110.6932,270,NO
RT41,R_RES0603_DNP,DNP,,RES0603,174.9696,107.4572,270,NO
RT42,R_RES0603_130 OHM,130 Ohm,,RES0603,176.7199,107.4572,270,NO
RT43,R_RES0603_0 OHM,0 Ohm,,RES0603,237.6678,105.1052,180,NO
RT44,R_RES0402_0,0,,RES0402,111.4298,105.0544,0,NO
RT45,R_RES0603_0 OHM,0 Ohm,,RES0603,223.3676,104.4691,180,NO
RT46,R_RES0603_DNP,DNP,,RES0603,174.9453,104.3156,90,NO
RT47,R_RES0603_130 OHM,130 Ohm,,RES0603,176.7199,104.3156,90,NO
RT48,R_RES0402_DNP,DNP,,RES0402,111.4298,104.0384,0,NO
RT49,R_RES1206_0.005,0.005,,RES1206,119.507,102.7276,270,NO
RT50,R_RES0603_DNP,DNP,,RES0603,237.6678,102.5906,180,NO
RT51,R_RES0603_4.7K,4.7K,,RES0603,233.9548,102.108,270,NO
RT52,R_RES0603_4.99K,4.99K,,RES0603,128.6002,102.0318,90,NO
RT53,R_RES0603_DNP,DNP,,RES0603,237.6678,100.2792,180,NO
RT54,R_RES0603_10K,10K,,RES0603,29.0068,99.441,180,NO
RT55,R_RES0603_10K,10K,,RES0603,79.0702,99.4156,180,NO
RT56,R_RES0603_174 OHM,174 Ohm,,RES0603,183.4388,98.593,0,NO
RT57,R_RES0603_174 OHM,174 Ohm,,RES0603,177.1396,98.5799,180,NO
RT58,R_RES0603_0 OHM,0 Ohm,,RES0603,237.6678,97.8154,180,NO
RT59,R_RES0603_DNP,DNP,,RES0603,177.1396,96.804,180,NO
RT60,R_RES0603_DNP,DNP,,RES0603,183.4388,96.804,0,NO
RT61,R_RES0603_1.78K,1.78K,,RES0603,31.242,95.4024,180,NO
RT62,R_RES0603_1.78K,1.78K,,RES0603,81.3054,95.377,180,NO
RT63,R_RES0805_0.02,0.02,,RES0805,135.291,91.2113,0,NO
RT64,R_RES0603_41.2 KOHM,41.2 kOhm,,RES0603,37.9222,90.86,270,NO
RT65,R_RES0603_0 OHM,0 Ohm,,RES0603,39.5224,90.86,270,NO
RT66,R_RES0603_41.2 KOHM,41.2 kOhm,,RES0603,87.9856,90.8346,270,NO
RT67,R_RES0603_0 OHM,0 Ohm,,RES0603,89.5858,90.8346,270,NO
RT68,R_RES0603_0 OHM,0 Ohm,,RES0603,91.5416,90.7076,270,NO
RT69,R_RES0603_0 OHM,0 Ohm,,RES0603,41.3766,90.6568,270,NO
RT70,R_RES0603_DNP,DNP,,RES0603,237.6678,90.4494,180,NO
RT71,R_RES0603_249 OHM,249 Ohm,,RES0603,145.542,89.154,90,NO
RT72,R_RES0603_0 OHM,0 Ohm,,RES0603,237.6678,88.7476,180,NO
RT73,R_RES0603_2.2K,2.2K,,RES0603,197.2056,87.884,270,NO
RT74,R_RES0603_2.2K,2.2K,,RES0603,198.755,87.884,270,NO
RT75,R_RES0603_4.99K,4.99K,,RES0603,208.728,87.884,270,NO
RT76,R_RES0603_4.99K,4.99K,,RES0603,210.185,87.884,270,NO
RT77,R_RES0603_4.99K,4.99K,,RES0603,211.709,87.884,270,NO
RT78,R_RES0603_4.99K,4.99K,,RES0603,213.228,87.884,270,NO
RT79,R_RES0603_4.99K,4.99K,,RES0603,214.728,87.884,270,NO
RT80,R_RES0603_4.99K,4.99K,,RES0603,216.228,87.884,270,NO
RT81,R_RES0603_4.99K,4.99K,,RES0603,217.932,87.884,270,NO
RT82,R_RES0402_DNP,DNP,,RES0402,130.5116,86.5673,0,NO
RT83,R_RES0402_DNP,DNP,,RES0402,130.5116,85.6783,0,NO
RT84,R_RES0402_0,0,,RES0402,12.1158,81.4324,270,NO
RT85,R_RES0402_DNP,DNP,,RES0402,12.9794,81.4324,270,NO
RT86,R_RES0402_DNP,DNP,,RES0402,62.1792,81.407,270,NO
RT87,R_RES0402_DNP,DNP,,RES0402,63.0682,81.407,270,NO
RT88,R_RES0805_0.02,0.02,,RES0805,134.9022,78.5304,0,NO
RT89,R_RES1206_0.005,0.005,,RES1206,18.3134,77.353,270,NO
RT90,R_RES1206_0.005,0.005,,RES1206,68.3768,77.3276,270,NO
RT91,R_RES0603_4.99K,4.99K,,RES0603,27.4066,76.6572,90,NO
RT92,R_RES0603_4.99K,4.99K,,RES0603,77.47,76.6318,90,NO
RT93,R_RES0603_249 OHM,249 Ohm,,RES0603,140.6243,74.1903,90,NO
RT94,R_RES0402_DNP,DNP,,RES0402,130.2498,73.8863,0,NO
RT95,R_RES0603_4.99K,4.99K,,RES0603,201.7026,73.1012,90,NO
RT96,R_RES0603_0 OHM,0 Ohm,,RES0603,203.2008,73.1012,270,NO
RT97,R_RES0402_DNP,DNP,,RES0402,130.2498,72.9973,0,NO
RT98,R_RES0603_DNP,DNP,,RES0603,212.4202,67.9108,180,NO
RT99,R_RES0603_DNP,DNP,,RES0603,208.9122,67.8688,180,NO
RT100,R_RES0402_DNP,DNP,,RES0402,214.376,67.2846,90,NO
RT101,R_RES0603_10K,10K,,RES0603,208.9122,66.0646,0,NO
RT102,R_RES0603_0 OHM,0 Ohm,,RES0603,160.0962,65.8114,270,NO
RT103,R_RES0603_10K,10K,,RES0603,165.5572,65.8114,270,NO
RT104,R_RES0603_0 OHM,0 Ohm,,RES0603,167.043,65.8114,270,NO
RT105,R_RES0603_DNP,DNP,,RES0603,160.0962,62.5094,270,NO
RT106,R_RES0603_DNP,DNP,,RES0603,167.043,62.5094,270,NO
RT107,R_RES0603_10K,10K,,RES0603,202.6666,57.531,270,NO
RT108,R_RES0603_DNP,DNP,,RES0603,161.8363,56.6166,270,NO
RT109,R_RES0603_DNP,DNP,,RES0603,164.9363,56.6166,270,NO
RT110,R_RES0603_10K,10K,,RES0603,28.9814,54.2036,180,NO
RT111,R_RES0603_10K,10K,,RES0603,79.2734,54.2036,180,NO
RT112,R_RES0603_DNP,DNP,,RES0603,157.6832,54.0004,180,NO
RT113,R_RES0603_DNP,DNP,,RES0603,167.513,53.9496,0,NO
RT114,R_RES0603_0 OHM,0 Ohm,,RES0603,161.8363,53.2638,270,NO
RT115,R_RES0603_0 OHM,0 Ohm,,RES0603,164.9362,53.2638,270,NO
RT116,R_RES0603_10K,10K,,RES0603,170.1262,52.324,90,NO
RT117,R_RES0603_1.78K,1.78K,,RES0603,31.2166,50.165,180,NO
RT118,R_RES0603_1.78K,1.78K,,RES0603,81.5086,50.165,180,NO
RT119,R_RES0603_10K,10K,,RES0603,167.5638,49.4832,180,NO
RT120,R_RES0603_0 OHM,0 Ohm,,RES0603,91.567,45.6734,270,NO
RT121,R_RES0603_41.2 KOHM,41.2 kOhm,,RES0603,37.8968,45.6226,270,NO
RT122,R_RES0603_0 OHM,0 Ohm,,RES0603,39.497,45.6226,270,NO
RT123,R_RES0603_41.2 KOHM,41.2 kOhm,,RES0603,88.1888,45.6226,270,NO
RT124,R_RES0603_0 OHM,0 Ohm,,RES0603,89.789,45.6226,270,NO
RT125,R_RES0603_0 OHM,0 Ohm,,RES0603,41.3766,45.6226,270,NO
RT126,R_RES0603_100 OHM,100 Ohm,,RES0603,149.188,42.7736,180,NO
RT127,R_RES0603_100 OHM,100 Ohm,,RES0603,154.9908,41.3766,135,NO
RT128,R_RES0603_100 OHM,100 Ohm,,RES0603,146.685,40.4876,45,NO
RT129,R_RES0603_100 OHM,100 Ohm,,RES0603,145.8214,36.8411,90,NO
RT130,R_RES0603_100 OHM,100 Ohm,,RES0603,156.4894,36.2712,90,NO
RT131,R_RES0402_0,0,,RES0402,12.0904,36.195,270,NO
RT132,R_RES0402_0,0,,RES0402,12.9794,36.195,270,NO
RT133,R_RES0402_DNP,DNP,,RES0402,62.3824,36.195,270,NO
RT134,R_RES0402_DNP,DNP,,RES0402,63.2714,36.195,270,NO
RT135,R_RES0603_100 OHM,100 Ohm,,RES0603,144.7546,33.6042,315,NO
RT136,R_RES1206_0.005,0.005,,RES1206,18.288,32.1156,270,NO
RT137,R_RES1206_0.005,0.005,,RES1206,68.58,32.1156,270,NO
RT138,R_RES0603_4.99K,4.99K,,RES0603,77.6732,31.4198,90,NO
RT139,R_RES0603_4.99K,4.99K,,RES0603,27.3812,31.4198,90,NO
RT140,R_RES0603_10K,10K,,RES0603,157.8672,30.7458,0,NO
RT141,R_RES0603_100 OHM,100 Ohm,,RES0603,147.4372,30.48,0,NO
RT142,R_RES0603_0 OHM,0 Ohm,,RES0603,150.1912,29.9992,90,NO
RT143,R_RES0603_0 OHM,0 Ohm,,RES0603,151.5882,29.9992,90,NO
RT144,R_RES0603_0 OHM,0 Ohm,,RES0603,153.0232,29.9992,90,NO
RT145,R_RES0603_100 OHM,100 Ohm,,RES0603,130.429,29.7466,0,NO
RT146,R_RES0603_10K,10K,,RES0603,157.8672,29.1992,0,NO
RT147,R_RES0603_100 OHM,100 Ohm,,RES0603,135.001,26.6326,90,NO
RT148,R_RES0603_10K,10K,,RES0603,145.4739,25.7382,180,NO
RT149,R_RES0603_10K,10K,,RES0603,157.4038,25.6658,180,NO
RT150,R_RES0603_100 OHM,100 Ohm,,RES0603,138.43,22.0846,90,NO
RT151,R_RES0603_DNP,DNP,,RES0603,233.6432,12.9133,90,NO
RT152,R_RES0603_DNP,DNP,,RES0603,235.2281,12.9133,90,NO
RT153,R_RES0603_DNP,DNP,,RES0603,236.7886,12.9133,90,NO
RT154,R_RES0603_24.9 OHM,24.9 Ohm,,RES0603,202.7682,11.303,90,NO
RT155,R_RES0603_24.9 OHM,24.9 Ohm,,RES0603,204.7494,11.303,90,NO
RT156,R_RES0603_24.9 OHM,24.9 Ohm,,RES0603,206.756,11.303,90,NO
RT157,R_RES0603_24.9 OHM,24.9 Ohm,,RES0603,208.788,11.303,90,NO
RT158,R_RES0603_499 OHM,499 Ohm,,RES0603,219.7822,10.8966,270,NO
RT159,R_RES0603_499 OHM,499 Ohm,,RES0603,226.1322,10.8966,270,NO
ST1,SWITCH_LT_4P7X3P5_SMD,PTS645SM43SMTR92 LFS,,SPST_SMT_6MM,231.1556,113.919,90,NO
ST2,SWITCH_LT_4P7X3P5_SMD,PTS645SM43SMTR92 LFS,,SPST_SMT_6MM,213.106,21.209,0,NO
ST3,SWITCH_LT_4P7X3P5_SMD,PTS645SM43SMTR92 LFS,,SPST_SMT_6MM,225.3742,21.209,0,NO
SWT1,SW_DIP8_A6H-8102_A6H-8102,A6H-8102,,A6H-8102,117.7882,61.6408,90,NO
SWT2,SW_DIP8_A6H-8102_A6H-8102,A6H-8102,,A6H-8102,65.6408,16.5052,180,NO
TP1,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,127.5842,151.2375,0,NO
TP2,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,127.5842,144.3482,0,NO
TP3,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,18.5018,125.6538,0,NO
TP4,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,68.4636,125.6538,0,NO
TP5,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,25.1714,119.1006,270,NO
TP6,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,75.1332,119.1006,270,NO
TP7,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,129.54,107.2896,0,NO
TP8,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,126.2634,99.9236,270,NO
TP9,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,190.54,98.7552,0,NO
TP10,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,192.7098,98.7552,0,NO
TP11,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,194.7672,98.7552,0,NO
TP12,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,145.034,93.789,0,NO
TP13,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,148.804,93.789,0,NO
TP14,TESTPOINT_PAD_EDGEPAD3_EDGEPAD1,EdgePad1,,PAD_EDGEPAD3,2.921,83.058,0,NO
TP15,TESTPOINT_PAD_EDGEPAD3_EDGEPAD2,Edgepad2,,PAD_EDGEPAD3,242.189,83.058,0,NO
TP16,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,18.4002,81.1022,0,NO
TP17,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,68.4636,81.0768,0,NO
TP18,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,148.59,76.2,0,NO
TP19,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,152.304,76.2,0,NO
TP20,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,25.0698,74.549,270,NO
TP21,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,75.1332,74.5236,270,NO
TP22,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,19.304,36.1696,0,NO
TP23,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,68.8594,36.576,0,NO
TP24,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,25.0444,29.3116,270,NO
TP25,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,75.3364,29.3116,270,NO
TP26,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,141.3256,23.6496,0,NO
TP27,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,144.3256,21.7224,0,NO
TP28,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,141.3256,20.0368,0,NO
TP29,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,119.507,106.4768,0,NO
UB1,SN74AVCH8T245PWR_24-TSSOP_SN74AVC8T245PWR,SN74AVC8T245PWR,,24-TSSOP,199.8218,57.2516,270,YES
UT1,XR21V1410_0_QFN-16P_P50MM_XR21V1410IL16-F,XR21V1410IL16-F,,QFN-16P_P50MM,107.9556,156.1592,0,NO
UT2,LTC2945CUD_QFN12_LTC2945HUD,LTC2945HUD,,QFN12,143.4191,145.5461,0,NO
UT3,LTM8064_BGA108C127P1600X1190X512N_LTM8064IY,LTM8064IY,,BGA108C127P1600X1190X512N,42.164,144.018,90,NO
UT4,LTM8064_BGA108C127P1600X1190X512N_LTM8064IY,LTM8064IY,,BGA108C127P1600X1190X512N,92.1258,144.018,90,NO
UT5,LTM8064_BGA108C127P1600X1190X512N_LTM8064IY,LTM8064IY,,BGA108C127P1600X1190X512N,143.256,124.841,90,NO
UT6,LTC2945CUD_QFN12_LTC2945HUD,LTC2945HUD,,QFN12,13.8684,121.778,270,NO
UT7,LTC2945CUD_QFN12_LTC2945HUD,LTC2945HUD,,QFN12,63.8302,121.778,270,NO
UT8,TMP117_6-WSON_2X2_TMP117NAIDRVR,TMP117NAIDRVR,,6-WSON_2X2,50.4693,121.1877,180,NO
UT9,TMP117_6-WSON_2X2_TMP117NAIDRVR,TMP117NAIDRVR,,6-WSON_2X2,97.1799,120.121,180,NO
UT10,88E3015-A2-NNP1C000_QFN0808-56_88E3015-A2-NNP1C000,88E3015-A2-NNP1C000,,QFN0808-56,187.1218,107.315,270,NO
UT11,XMC4300_LQFP100_PG_LQFO_100_25_XMC4300,XMC4300,,PG_LQFO_100_25,212.1119,107.1615,90,NO
UT12,TMP117_6-WSON_2X2_TMP117NAIDRVR,TMP117NAIDRVR,,6-WSON_2X2,141.3158,103.687,0,NO
UT13,LTC2945CUD_QFN12_LTC2945HUD,LTC2945HUD,,QFN12,114.9604,102.601,270,NO
UT14,LTM8064_BGA108C127P1600X1190X512N_LTM8064IY,LTM8064IY,,BGA108C127P1600X1190X512N,42.0624,99.4664,90,NO
UT15,LTM8064_BGA108C127P1600X1190X512N_LTM8064IY,LTM8064IY,,BGA108C127P1600X1190X512N,92.1258,99.441,90,NO
UT16,4-CHANNEL-I2C_TSSOP-16P_P65MM_TCA9546APWR,TCA9546APWR,,TSSOP-16P_P65MM,232.9797,96.0491,270,NO
UT17,LTC2945CUD_QFN12_LTC2945HUD,LTC2945HUD,,QFN12,134.9715,87.7103,0,NO
UT18,LTM4622_BGA-25_LTM4622AEV#PBF,LTM4622AEV#PBF,,BGA-25,119.38,85.852,180,NO
UT19,TMP117_6-WSON_2X2_TMP117NAIDRVR,TMP117NAIDRVR,,6-WSON_2X2,94.1226,77.8213,0,NO
UT20,TMP117_6-WSON_2X2_TMP117NAIDRVR,TMP117NAIDRVR,,6-WSON_2X2,47.8692,77.7705,0,NO
UT21,LTC2945CUD_QFN12_LTC2945HUD,LTC2945HUD,,QFN12,13.7668,77.2264,270,NO
UT22,LTC2945CUD_QFN12_LTC2945HUD,LTC2945HUD,,QFN12,63.8302,77.201,270,NO
UT23,LTC2945CUD_QFN12_LTC2945HUD,LTC2945HUD,,QFN12,134.5828,75.0293,0,NO
UT24,SIP32408DNP-T1-GE4_4-TDFN_SIP32408DNP-T1-GE4,SIP32408DNP-T1-GE4,,4-TDFN,219.456,63.4492,0,NO
UT25,TXS0102DCUR_SOP50P310X90-8N_TXS0102DCUR,TXS0102DCUR,,SOP50P310X90-8N,163.3863,62.5094,0,NO
UT26,LTM8064_BGA108C127P1600X1190X512N_LTM8064IY,LTM8064IY,,BGA108C127P1600X1190X512N,42.037,54.229,90,NO
UT27,LTM8064_BGA108C127P1600X1190X512N_LTM8064IY,LTM8064IY,,BGA108C127P1600X1190X512N,92.329,54.229,90,NO
UT28,TMP117_6-WSON_2X2_TMP117NAIDRVR,TMP117NAIDRVR,,6-WSON_2X2,210.312,54.2072,90,NO
UT29,TXS0102DCUR_SOP50P310X90-8N_TXS0102DCUR,TXS0102DCUR,,SOP50P310X90-8N,163.3863,49.7332,0,NO
UT30,853S012AKILFT_QFN-32_853S012AKILFT,853S012AKILFT,,QFN-32,151.5882,35.8412,270,NO
UT31,TMP117_6-WSON_2X2_TMP117NAIDRVR,TMP117NAIDRVR,,6-WSON_2X2,39.9444,32.4061,0,NO
UT32,TMP117_6-WSON_2X2_TMP117NAIDRVR,TMP117NAIDRVR,,6-WSON_2X2,89.576,32.3384,0,NO
